gene,log2FC,pvalue,padj,significant
ENSG00000215769,0.13628928422012385,0.5967012167571022,0.8981039134389602,0
ENSG00000215788,0.2633192700939529,0.4496917980031534,0.8513238912848072,0
ENSG00000215790,0.35805865784221574,0.1305700181448164,0.7020243537915193,0
ENSG00000215795,-0.4464016701881791,0.6775849579754756,0.9252695404900921,0
ENSG00000215802,-0.030214613047007875,0.9397429895816196,0.9726011360704875,0
ENSG00000215835,0.12889773318225758,0.5707503880872924,0.8981039134389602,0
ENSG00000215838,0.16438681790088255,0.6775849579754756,0.9252695404900921,0
ENSG00000215840,-0.13078660753535418,0.9397429895816196,0.9726011360704875,0
ENSG00000215845,0.14222659187116324,0.5967012167571022,0.8981039134389602,0
ENSG00000215861,0.015644053619419118,0.405678895320547,0.837405342061362,0
ENSG00000215866,-0.34433450793564196,0.15092695009759893,0.7208296497691702,0
ENSG00000215869,-0.18758594345038632,0.4496917980031534,0.8513238912848072,0
ENSG00000215875,0.18751599674776376,0.3447042220434273,0.8250815138311735,0
ENSG00000215883,-0.012496792761144203,0.5453496680415029,0.8838389099367634,0
ENSG00000215906,0.2218310204330381,0.7054569861324986,0.9252695404900921,0
ENSG00000215908,0.1299649810516802,0.3643461266698109,0.8250815138311735,0
ENSG00000215912,0.2334738566229719,0.15092695009759893,0.7208296497691702,0
ENSG00000215915,0.42211202503911377,0.04936619476911441,0.5876950326345025,0
ENSG00000215938,0.5208321633014404,0.05878172137447146,0.6050405000075227,0
ENSG00000215939,0.13750352374993502,0.6501474441195367,0.9119784573113036,0
ENSG00000215952,0.5460611499047643,0.031209012784501056,0.5415117114297283,0
ENSG00000215957,-0.1987798641144973,0.7054569861324986,0.9252695404900921,0
ENSG00000215973,-0.27830116248710446,0.25683925799381546,0.7874556902355127,0
ENSG00000216009,0.1391627476716252,0.7913367801160693,0.9492527585004403,0
ENSG00000216179,0.3446481713874458,0.5453496680415029,0.8838389099367634,0
ENSG00000216285,-0.19525629139893388,0.4496917980031534,0.8513238912848072,0
ENSG00000216307,0.10707722256353361,0.7054569861324986,0.9252695404900921,0
ENSG00000216316,0.4449145406134595,0.03429372105008355,0.5415117114297283,0
ENSG00000216439,-0.22978708150757018,0.405678895320547,0.837405342061362,0
ENSG00000216471,-0.1584293626044831,0.5707503880872924,0.8981039134389602,0
ENSG00000216490,0.38246963682241314,0.47267559354505595,0.871227404338742,0
ENSG00000216613,0.12553088208385912,0.2899184539790305,0.8030388007667232,0
ENSG00000216639,-0.493040011280117,0.18587673239913682,0.7593554812060997,0
ENSG00000216775,0.3032870971745485,0.17361733445746297,0.7392776250340592,0
ENSG00000216809,-0.2581648606338794,0.11241058468252252,0.687100084085839,0
ENSG00000216813,-0.11894107272350736,0.8501067391497223,0.9618973227747779,0
ENSG00000216817,-1.1864131242308813,0.09630369205385092,0.6705868445576055,0
ENSG00000216819,-0.2009126939259966,0.3074894566552486,0.8112807805572426,0
ENSG00000216895,0.0019641868805137627,0.9698499769954336,0.9885442611601852,0
ENSG00000216901,-0.12109181691736212,0.5707503880872924,0.8981039134389602,0
ENSG00000216906,0.17625063969172727,0.3643461266698109,0.8250815138311735,0
ENSG00000216915,0.41503749927884376,0.42735531393274506,0.8513238912848072,0
ENSG00000216921,0.29956028185890793,0.9097218891523506,0.9726011360704875,0
ENSG00000216937,0.1645702726094686,0.2899184539790305,0.8030388007667232,0
ENSG00000216977,0.03455722203636844,0.9097218891523506,0.9726011360704875,0
ENSG00000217128,0.010357257502239339,0.9397429895816196,0.9726011360704875,0
ENSG00000217159,-0.5163982142380849,0.7913367801160693,0.9492527585004403,0
ENSG00000217195,0.17107777420911105,0.3447042220434273,0.8250815138311735,0
ENSG00000217258,0.31092909593810525,0.2899184539790305,0.8030388007667232,0
ENSG00000217275,-0.4806258409064206,0.5205228833072988,0.8838389099367634,0
ENSG00000217442,0.415037499278844,0.21229383622689113,0.7737494010050152,0
ENSG00000217512,-0.048136521044270096,0.7913367801160693,0.9492527585004403,0
ENSG00000217527,-0.07619348976939934,0.7913367801160693,0.9492527585004403,0
ENSG00000217555,0.16399888657490191,0.3846730627714421,0.837405342061362,0
ENSG00000217612,-0.03671177835652115,0.6501474441195367,0.9119784573113036,0
ENSG00000217624,0.19464743085354386,0.1305700181448164,0.7020243537915193,0
ENSG00000217643,0.2725258548110915,0.9097218891523506,0.9726011360704875,0
ENSG00000217648,0.1155901087726199,0.49629170226364927,0.871227404338742,0
ENSG00000217702,-0.28575448233387735,0.47267559354505595,0.871227404338742,0
ENSG00000217733,0.6801197337614961,0.04515456964052578,0.5876950326345025,0
ENSG00000217767,0.16651033702954782,0.47267559354505595,0.871227404338742,0
ENSG00000217783,-0.018071572922018202,0.5453496680415029,0.8838389099367634,0
ENSG00000217801,-0.11929892837234443,0.7054569861324986,0.9252695404900921,0
ENSG00000217811,-0.4058189692494652,0.09630369205385092,0.6705868445576055,0
ENSG00000217930,-0.2121711592883739,0.2899184539790305,0.8030388007667232,0
ENSG00000218089,0.051530300640082086,0.8205958397687718,0.9492527585004403,0
ENSG00000218109,0.070389327891398,0.7054569861324986,0.9252695404900921,0
ENSG00000218175,0.26748031086498597,0.7337299957156109,0.9380808229450193,0
ENSG00000218227,-0.2238960119268357,0.4496917980031534,0.8513238912848072,0
ENSG00000218283,-0.0039009353399036377,0.5967012167571022,0.8981039134389602,0
ENSG00000218336,-0.0737728380040016,0.8205958397687718,0.9492527585004403,0
ENSG00000218416,-0.6060857922869101,0.09630369205385092,0.6705868445576055,0
ENSG00000218418,-0.06273575534796276,0.8798291600208448,0.9618973227747779,0
ENSG00000218424,0.00998408857262207,0.8501067391497223,0.9618973227747779,0
