gene,spearman_rho,pvalue,padj,trend_significant
ENSG00000005884,0.05581360479564756,0.7338332262903924,0.9396638285564524,0
ENSG00000005889,0.16378261931606689,0.3125490258536554,0.7688312583252979,0
ENSG00000005893,0.09323171437774835,0.5689576772621634,0.884852527039138,0
ENSG00000005961,-0.20749292281914491,0.19697788378991765,0.6825478877650167,0
ENSG00000006007,0.036374751864527516,0.8247767107179653,0.9619231725983575,0
ENSG00000006015,0.19430241819308766,0.22825810754052478,0.7076091444503273,0
ENSG00000006016,0.03517389775589362,0.8304792578754445,0.9629807253895857,0
ENSG00000006025,0.1825101477290816,0.2588426587644399,0.7326174269994317,0
ENSG00000006042,0.3632955432029915,0.0176967214749697,0.3046931251543131,0
ENSG00000006047,-0.15889836051366413,0.32759036867947033,0.7779082257652489,0
ENSG00000006062,0.10890969325293025,0.5051324601877927,0.8625320500188257,0
ENSG00000006071,0.14120632973580496,0.38560352189398217,0.8126655956869129,0
ENSG00000006116,0.16190126185104506,0.31829234113911675,0.7732891299808174,0
ENSG00000006118,0.3595483155375048,0.01908921575259903,0.312883004196597,0
ENSG00000006125,-0.009824866761780656,0.9523426296586459,0.9901722792013776,0
ENSG00000006128,-0.19617597144186916,0.22362760134866688,0.7052545158155159,0
ENSG00000006194,0.14701462211913205,0.36595379751440316,0.7996187982379883,0
ENSG00000006210,0.06114721218605918,0.7094154504109296,0.9315138761958967,0
ENSG00000006282,0.03365709798959155,0.837693859452757,0.9645353604745722,0
ENSG00000006283,-0.11758484156386423,0.4713790447332986,0.8508959456960782,0
ENSG00000006327,0.17307642703711576,0.2851082257036559,0.7513700039798954,0
ENSG00000006432,-0.14769403558786603,0.363693584677943,0.7978709688467827,0
ENSG00000006451,-0.030207768071403598,0.8541463714989197,0.9675328003762959,0
ENSG00000006453,0.15270519288794968,0.34727260857831865,0.7911575026115577,0
ENSG00000006459,-0.13179954241069583,0.41865284558879434,0.8281382829972648,0
